ID,DEVICETYPE,PLATFORM_ID,BIDREQUESTIP,USERPLATFORMUID,USERCITY,USERZIPCODE,USERAGENT,PLATFORMTYPE,CHANNELTYPE,URL,KEYWORDS,IS_HCP
132848,1,2.0,9134,570,2142,85032.0,30,3,0,525,98,0.0
132849,0,7.0,1511,1158,2321,55901.0,1520,3,0,1063,786,1.0
132850,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
132851,1,2.0,7784,3672,1278,32255.0,1929,3,0,2348,1293,0.0
132852,0,2.0,11550,5092,1511,95242.0,1731,3,0,526,437,0.0
132853,1,10.0,3000,9598,2409,921039000.0,313,3,0,1847,626,1.0
132854,1,2.0,3555,737,512,44130.0,2220,3,0,464,242,0.0
132855,0,12.0,10521,14445,88,54915.0,1460,3,0,154,448,1.0
132856,0,2.0,12697,11157,737,6424.0,1523,3,0,2150,1020,0.0
132857,0,2.0,12687,2969,1655,60050.0,1362,3,0,1329,176,1.0
132858,1,2.0,2700,6065,3060,,983,3,0,526,437,0.0
132859,0,2.0,13440,11043,2563,7080.0,1454,3,0,547,54,1.0
132860,1,2.0,3591,2661,211,275102002.0,1967,3,0,1314,190,1.0
132861,0,2.0,1511,15367,2321,55901.0,1532,3,0,2714,755,0.0
132862,0,7.0,13996,6534,2470,98160.0,1371,3,0,1004,199,0.0
132863,0,9.0,8437,1705,3060,,2376,3,0,284,462,0.0
132864,1,2.0,5002,11339,1358,37938.0,748,3,0,1435,594,0.0
132865,0,2.0,1862,15184,1890,10001.0,1531,3,0,1723,819,0.0
132866,0,2.0,10454,9498,555,43203.0,1508,3,0,526,437,0.0
132867,0,2.0,12309,4348,2558,84009.0,1371,3,0,442,87,0.0
132868,1,2.0,808,15267,97,22201.0,2263,3,0,480,239,0.0
132869,0,2.0,7679,11379,1227,77055.0,1692,3,0,2337,400,0.0
132870,0,14.0,2906,5732,2141,19139.0,1508,1,0,101,919,1.0
132871,0,2.0,690,3324,1487,4849.0,1328,3,0,456,589,0.0
132872,0,7.0,2181,6686,722,27705.0,1369,3,0,940,201,1.0
132873,0,5.0,7725,14596,1559,1904.0,1508,3,0,105,1601,0.0
132874,0,2.0,13989,8464,114,30301.0,1476,3,0,1478,473,1.0
132875,0,2.0,1862,15184,1890,10001.0,1520,3,0,1723,819,0.0
132876,0,2.0,3895,14757,2245,11355.0,1520,3,0,391,1534,0.0
132877,0,2.0,13362,5435,1107,78550.0,1520,3,0,2533,1005,0.0
132878,0,2.0,5467,4982,2400,84129.0,1520,3,0,431,481,0.0
132879,1,2.0,3173,10120,2409,92113.0,1975,3,0,2627,52,1.0
132880,2,2.0,13421,828,2450,18840.0,687,3,0,2452,456,0.0
132881,0,2.0,8754,1279,1536,90060.0,1326,3,0,2361,1166,0.0
132882,0,2.0,406,4221,1536,90029.0,1476,3,0,1723,819,0.0
132883,0,9.0,8449,11550,3060,,1032,3,0,246,769,0.0
132884,0,7.0,6434,9284,2015,981338401.0,1429,3,0,955,734,1.0
132885,0,7.0,13162,11792,2233,2903.0,1508,3,0,1004,199,0.0
132886,0,7.0,5274,7514,2166,15212.0,1365,3,0,1091,777,1.0
132887,0,2.0,1053,14848,2588,77382.0,1252,3,0,1941,994,1.0
132888,0,2.0,5715,6376,2599,63169.0,1629,3,0,1469,729,0.0
132889,1,2.0,391,13418,1670,32904.0,2331,3,0,1665,1612,0.0
132890,0,7.0,5274,7514,2166,15212.0,1365,3,0,1091,777,1.0
132891,0,2.0,13555,5153,455,44024.0,1508,3,0,2565,413,0.0
132892,0,2.0,752,5793,1567,31210.0,1612,3,0,2565,413,0.0
132893,0,2.0,1862,4627,1890,10001.0,1330,3,0,385,1534,0.0
132894,2,2.0,3770,14912,1277,39212.0,1887,3,0,2605,637,0.0
132895,0,3.0,9225,6279,879,48532.0,1317,3,0,162,684,1.0
132896,1,2.0,4302,713,2215,23702.0,2111,3,0,742,159,1.0
132897,1,2.0,3460,7546,2315,92509.0,1176,3,0,2342,579,0.0
132898,1,2.0,7051,9152,1930,29415.0,1045,3,0,1670,380,1.0
132899,0,2.0,11753,9429,831,98208.0,1531,3,0,1316,291,0.0
132900,0,2.0,1325,10578,1694,33134.0,1531,3,0,2391,1656,0.0
132901,0,2.0,5106,4020,2265,19607.0,1525,3,0,2305,0,0.0
132902,0,2.0,2168,9074,722,27705.0,1518,3,0,2565,413,0.0
132903,2,2.0,3852,11500,1890,10016.0,1864,3,0,540,105,0.0
132904,1,2.0,9645,12450,2758,85704.0,2229,3,0,2627,52,1.0
132905,0,2.0,1459,9288,227,20892.0,1497,3,0,2412,1374,0.0
132906,0,2.0,11493,17176,2356,94957.0,1303,3,0,2573,121,1.0
132907,0,14.0,2907,11738,2141,19139.0,1485,1,0,101,919,1.0
132908,1,2.0,13407,8437,69,29621.0,2055,3,0,2471,33,1.0
132909,0,2.0,1468,1126,2599,627011041.0,1427,3,0,2532,353,1.0
132910,0,9.0,8474,9249,2470,98103.0,1032,3,0,270,1690,0.0
132911,0,9.0,5843,16077,3060,83706.0,1574,3,0,229,701,1.0
132912,1,2.0,8941,6716,2233,2909.0,2227,3,0,1427,537,0.0
132913,0,2.0,917,12245,1890,10016.0,1443,3,0,2387,621,1.0
132914,0,2.0,9840,17018,2142,85027.0,1534,3,0,1316,291,0.0
132915,0,2.0,13286,10527,533,32931.0,1460,3,0,1502,961,1.0
132916,0,12.0,2619,2044,624,77429.0,1491,3,0,154,448,1.0
132917,0,2.0,917,12245,1890,10016.0,1443,3,0,2387,621,1.0
132918,1,2.0,9826,9737,807,18049.0,2131,3,0,2627,52,1.0
132919,1,3.0,10950,3925,3060,170331215.0,1977,3,0,163,338,1.0
132920,0,2.0,8837,1880,2264,4071.0,1368,3,0,471,771,0.0
132921,0,2.0,203,4574,324,11204.0,1225,3,0,545,326,0.0
132922,0,7.0,1795,1261,1227,77018.0,1497,3,0,1039,1563,0.0
132923,0,7.0,3775,14994,1265,52240.0,1369,3,0,1081,1603,0.0
132924,0,2.0,916,11251,1890,10010.0,1476,3,0,1980,383,1.0
132925,0,2.0,9506,7250,909,33908.0,1536,3,0,419,362,0.0
132926,1,2.0,6850,1117,191,16823.0,2223,3,0,2627,52,1.0
132927,0,7.0,5010,14576,2530,57103.0,1497,3,0,1090,1566,0.0
132928,0,2.0,2846,9162,1358,37932.0,1508,3,0,442,87,0.0
132929,0,2.0,5792,17889,2868,20009.0,1476,3,0,2348,1293,0.0
132930,0,2.0,2971,12307,1240,92649.0,1508,3,0,442,87,0.0
132931,0,2.0,11787,11170,2398,1952.0,1702,3,0,2565,413,0.0
132932,0,2.0,1862,15184,1890,10001.0,1508,3,0,1723,819,0.0
132933,0,7.0,10011,12645,324,11226.0,1356,3,0,793,412,0.0
132934,0,9.0,8423,9995,3060,,1029,3,0,343,1240,0.0
132935,0,2.0,416,15905,1951,44133.0,1320,3,0,460,669,1.0
132936,0,2.0,418,7978,2380,95825.0,1252,3,0,1980,383,1.0
132937,0,2.0,2481,17689,1479,40517.0,1522,3,0,2708,136,0.0
132938,1,2.0,13615,7614,2124,32514.0,2275,3,0,526,437,0.0
132939,0,2.0,9038,15184,655,11729.0,1531,3,0,1723,819,0.0
132940,1,2.0,612,9633,3060,,2227,3,0,540,105,0.0
132941,1,2.0,10697,887,1441,89131.0,2361,3,0,1316,291,0.0
132942,0,2.0,9898,1882,1898,92660.0,1293,3,0,2681,1280,0.0
132943,0,2.0,7615,17844,916,76133.0,1692,3,0,623,168,0.0
132944,2,2.0,11333,13811,2141,19104.0,1112,3,0,1450,415,0.0
132945,1,2.0,14182,125,138,93311.0,2326,3,0,625,1108,0.0
132946,0,7.0,2781,2869,2245,11413.0,1533,3,0,1004,199,0.0
132947,1,2.0,1793,15177,816,36330.0,894,3,0,545,326,0.0
132948,0,2.0,5866,15392,2599,63169.0,1614,3,0,1469,729,0.0
132949,0,2.0,9038,15184,655,11729.0,1520,3,0,1723,819,0.0
132950,0,7.0,5010,14576,2530,57103.0,1497,3,0,1090,1566,0.0
132951,0,2.0,5189,16879,277,2266.0,1538,3,0,1871,1144,0.0
132952,1,10.0,7534,4041,2327,49341.0,311,3,0,1847,626,1.0
132953,0,2.0,9038,15184,655,11729.0,1531,3,0,1723,819,0.0
132954,0,2.0,1691,15444,2400,84103.0,1327,3,0,1311,143,0.0
132955,1,7.0,12009,11857,2771,75701.0,2361,3,0,1004,199,0.0
132956,0,2.0,4755,5400,1801,98273.0,1526,3,0,2565,413,0.0
132957,0,2.0,2295,7391,2296,93555.0,1508,3,0,1930,981,0.0
132958,0,7.0,4742,7514,3043,17403.0,1365,3,0,1091,777,1.0
132959,0,2.0,1862,5052,1890,10011.0,1443,3,0,1784,319,1.0
132960,0,7.0,2467,11559,2107,7503.0,1497,3,0,1004,199,0.0
132961,0,7.0,13819,15011,552,29229.0,1715,3,0,930,521,0.0
132962,0,2.0,5056,11216,1536,90001.0,1544,3,0,2305,0,0.0
132963,0,2.0,2634,2145,904,33325.0,1462,3,0,2227,260,1.0
132964,1,2.0,7135,1395,2003,73112.0,2217,3,0,526,437,0.0
132965,0,7.0,2636,13425,668,80211.0,1531,3,0,953,1573,0.0
132966,1,2.0,3696,4752,606,75845.0,2023,3,0,529,655,1.0
132967,0,1.0,11144,7744,651,48124.0,1531,0,0,1856,1635,0.0
132968,0,7.0,2849,3761,36,18103.0,1531,3,0,848,1597,0.0
132969,0,2.0,2951,10471,2442,12866.0,1454,3,0,547,54,1.0
132970,0,7.0,5630,9554,1689,85205.0,1463,3,0,807,95,1.0
132971,1,2.0,10705,3954,2758,85701.0,2171,3,0,1316,291,0.0
132972,0,2.0,11456,8900,554,44408.0,1535,3,0,2565,413,0.0
132973,2,2.0,4072,9552,877,8822.0,1895,3,0,540,105,0.0
132974,1,6.0,6820,4137,1187,2043.0,2271,2,0,1816,496,0.0
132975,0,2.0,13377,14419,1433,48446.0,1367,3,0,1316,291,0.0
132976,0,7.0,7133,5886,1916,37135.0,1497,3,0,803,612,0.0
132977,0,2.0,13128,5525,738,79321209.0,1360,3,0,1592,231,1.0
132978,0,2.0,5428,6025,2683,98402.0,1505,3,0,2391,1656,0.0
132979,0,2.0,8754,1279,1536,90060.0,1326,3,0,385,1534,0.0
132980,1,2.0,2724,3011,2003,73102.0,976,3,0,431,481,0.0
132981,1,2.0,7218,17702,2295,77407.0,2113,3,0,2626,52,1.0
132982,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
132983,0,2.0,5129,18034,2429,95054.0,1343,3,0,483,764,0.0
132984,0,2.0,9017,184,1981,94602.0,1369,3,0,1963,986,0.0
132985,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
132986,0,9.0,8444,5150,3060,,2377,3,0,186,1024,0.0
132987,1,2.0,1699,9320,125,78704.0,2271,3,0,1433,605,0.0
132988,1,2.0,14060,16144,1543,37748.0,1967,3,0,742,159,1.0
132989,0,2.0,923,7448,1890,100012320.0,1619,3,0,1980,383,1.0
132990,0,2.0,5053,15832,2412,95141.0,1249,3,0,1980,383,1.0
132991,0,6.0,4958,3255,3060,708093738.0,1569,2,0,1806,69,1.0
132992,0,2.0,2468,17116,2107,7503.0,1328,3,0,1457,691,0.0
132993,2,2.0,3984,13683,1479,29072.0,256,3,0,1447,177,1.0
132994,0,5.0,1341,11887,1674,38133.0,1303,3,0,132,1192,0.0
132995,0,2.0,4936,12942,1695,33141.0,1491,3,0,1677,1169,1.0
132996,1,2.0,10538,9689,1351,37660.0,2185,3,0,479,239,0.0
132997,0,7.0,13253,732,2395,55119.0,1476,3,0,920,390,1.0
132998,0,2.0,10454,9498,555,43203.0,1508,3,0,526,437,0.0
132999,0,2.0,5715,1632,2599,63169.0,1540,3,0,1469,729,0.0
133000,0,7.0,6012,4495,2758,85711.0,1700,3,0,875,1469,0.0
133001,1,2.0,12740,9140,2405,92410.0,2005,3,0,520,119,1.0
133002,0,5.0,1890,15072,1515,92354.0,1497,3,0,130,1188,0.0
133003,1,6.0,10988,9704,1917,30093.0,2234,2,0,1816,496,0.0
133004,0,2.0,6229,367,1536,90048.0,1508,3,0,2401,1374,0.0
133005,0,2.0,713,16618,2252,27614.0,1303,3,0,2240,195,1.0
133006,1,2.0,3149,2340,2141,19120.0,2178,3,0,545,326,0.0
133007,0,2.0,5643,17674,1576,2148.0,1520,3,0,1617,130,0.0
133008,0,5.0,7287,13597,515,7014.0,1504,3,0,112,862,0.0
133009,0,2.0,4540,15550,668,80218.0,1369,3,0,488,287,0.0
133010,0,2.0,13531,8301,412,90745.0,1697,3,0,755,189,0.0
133011,2,2.0,11420,13902,1331,30152.0,1923,3,0,431,481,0.0
133012,0,2.0,8378,1280,2124,32504.0,1520,3,0,1450,415,0.0
133013,1,2.0,12296,17128,2517,172011036.0,529,3,0,2659,586,1.0
133014,0,2.0,2641,1021,479,60613.0,1443,3,0,1324,597,1.0
133015,0,7.0,5067,12332,2593,10954.0,1598,3,0,1259,1397,0.0
133016,0,7.0,11574,8631,2396,97301.0,1459,3,0,1045,85,1.0
133017,1,2.0,974,9266,1201,95023.0,2326,3,0,1452,124,0.0
133018,1,2.0,4925,7229,2245,11104.0,2119,3,0,539,245,1.0
133019,0,7.0,1847,12214,72,48105.0,1468,3,0,1060,238,1.0
133020,0,2.0,181,15336,324,11204.0,1225,3,0,545,326,0.0
133021,0,2.0,3117,10957,2245,11368.0,1508,3,0,419,362,0.0
133022,0,2.0,6319,7599,1730,55435.0,1364,3,0,2721,432,1.0
133023,0,2.0,2608,5742,555,43201.0,1508,3,0,526,437,0.0
133024,1,7.0,1824,5444,1694,33174.0,2224,3,0,1250,1401,1.0
133025,1,2.0,4442,6324,2687,33616.0,549,3,0,742,159,1.0
133026,1,2.0,13246,3583,1152,3242.0,1977,3,0,2605,637,0.0
133027,0,2.0,9708,688,2455,60193.0,1454,3,0,2240,195,1.0
133028,0,4.0,5017,15262,2034,32835.0,1460,3,0,66,486,1.0
133029,0,7.0,5267,10573,1727,53215.0,1531,3,0,962,1538,0.0
133030,0,9.0,8437,3543,3060,,2376,3,0,236,1310,0.0
133031,0,10.0,6755,16230,3060,115541580.0,1312,3,0,1850,709,1.0
133032,0,9.0,8458,12226,3060,,1033,3,0,316,930,0.0
133033,0,2.0,6758,17423,324,11204.0,1497,3,0,1723,819,0.0
133034,0,2.0,10289,2917,2220,19464.0,1443,3,0,2573,121,1.0
133035,1,2.0,10332,11041,2797,46385.0,1972,3,0,473,771,0.0
133036,0,2.0,1812,13150,825,97401.0,1460,3,0,2152,271,1.0
133037,0,2.0,6792,15260,2732,43605.0,1508,3,0,431,481,0.0
133038,1,2.0,10439,6740,1746,24121.0,2004,3,0,2471,33,1.0
133039,0,7.0,2852,4519,3060,606371447.0,1290,3,0,955,734,1.0
133040,0,2.0,2772,12335,552,29223.0,1520,3,0,1414,773,0.0
133041,0,2.0,8748,2740,1536,90060.0,1326,3,0,625,1108,0.0
133042,0,2.0,917,7587,1890,10016.0,1468,3,0,1980,383,1.0
133043,0,2.0,12442,13514,2404,78253.0,1520,3,0,1321,220,0.0
133044,0,2.0,6588,14503,2728,45371.0,1302,3,0,2240,195,1.0
133045,1,2.0,9931,16962,913,32548.0,2326,3,0,755,189,0.0
133046,1,2.0,10679,2385,987,6033.0,2119,3,0,1341,1223,1.0
133047,0,9.0,8449,8738,3060,,1028,3,0,185,1178,0.0
133048,0,9.0,8451,2001,3060,,1032,3,0,266,93,0.0
133049,0,9.0,8214,15544,3060,21142696.0,1271,3,0,327,489,1.0
133050,1,2.0,13899,3402,2380,95835.0,151,3,0,1564,120,1.0
133051,1,2.0,3696,13292,606,75845.0,2023,3,0,529,655,1.0
133052,0,2.0,1364,7324,1677,94025.0,1497,3,0,1634,1366,0.0
133053,0,2.0,2375,4302,1890,10001.0,1640,3,0,1723,819,0.0
133054,2,2.0,169,4681,339,44820.0,1040,3,0,1450,415,0.0
133055,2,7.0,979,16305,1151,28739.0,1882,3,0,826,754,0.0
133056,1,6.0,13528,6589,945,92831.0,1938,2,0,1816,496,0.0
133057,0,9.0,7226,1506,3060,957655397.0,1424,3,0,326,22,1.0
133058,1,2.0,7654,10895,2502,18708.0,2058,3,0,742,159,1.0
133059,0,2.0,8882,5597,552,65203.0,1327,3,0,2454,1669,0.0
133060,1,2.0,4459,8459,2496,37865.0,2119,3,0,521,493,1.0
133061,1,2.0,13500,16068,459,28277.0,2361,3,0,1490,270,0.0
133062,0,2.0,1848,4026,72,48105.0,1520,3,0,386,1534,0.0
133063,0,14.0,1414,9172,555,43210.0,1508,1,0,101,919,1.0
133064,1,2.0,11147,8360,675,48227.0,2326,3,0,525,98,0.0
133065,1,2.0,11237,8065,1318,77494.0,2119,3,0,438,290,1.0
133066,1,2.0,11800,16914,1507,17745.0,776,3,0,570,625,0.0
133067,0,2.0,7127,10925,2812,65084.0,1476,3,0,1325,482,1.0
133068,0,5.0,1341,8834,1674,38133.0,1303,3,0,132,1192,0.0
133069,0,2.0,649,492,1725,32570.0,1531,3,0,2238,137,0.0
133070,1,2.0,5107,4844,2197,63901.0,2062,3,0,2345,727,1.0
133071,0,7.0,11259,10167,2411,94109.0,1520,3,0,827,1509,0.0
133072,1,2.0,11063,986,188,21014.0,2326,3,0,1669,1692,0.0
133073,0,2.0,275,12671,686,95620.0,1330,3,0,1649,894,0.0
133074,0,2.0,5074,14120,2596,1001.0,1544,3,0,2305,0,0.0
133075,0,2.0,7128,2876,2150,27041.0,1522,3,0,1503,772,0.0
133076,0,2.0,1862,4923,1890,10001.0,1485,3,0,1980,383,1.0
133077,0,7.0,6980,10824,1974,63368.0,1531,3,0,902,1409,0.0
133078,0,2.0,7371,6776,1377,92253.0,1369,3,0,2545,818,0.0
133079,0,5.0,3004,8606,2669,30024.0,1505,3,0,126,936,0.0
133080,1,2.0,13623,17424,2972,67207.0,2271,3,0,442,87,0.0
133081,0,2.0,8040,14866,459,28223.0,1325,3,0,2152,271,1.0
133082,0,2.0,2066,6200,1163,17033.0,1533,3,0,355,1129,0.0
133083,0,2.0,1230,17916,1807,94043.0,1360,3,0,2213,318,1.0
133084,1,6.0,12249,9993,105,28803.0,2058,2,0,1835,757,1.0
133085,0,2.0,13516,11529,1976,53154.0,1326,3,0,694,248,0.0
133086,0,2.0,5869,5992,2599,63169.0,1540,3,0,2593,1224,0.0
133087,0,2.0,6425,13789,3024,76712.0,1508,3,0,1316,291,0.0
133088,0,2.0,447,14964,1536,90017.0,1520,3,0,1469,729,0.0
133089,1,7.0,11469,6483,1255,64055.0,2279,3,0,1083,211,0.0
133090,1,2.0,13090,3092,1700,2346.0,2138,3,0,442,87,0.0
133091,0,2.0,4222,15794,1227,77018.0,1369,3,0,545,326,0.0
133092,1,2.0,1607,16963,277,2115.0,2271,3,0,2384,59,0.0
133093,1,2.0,9414,2336,2003,73110.0,474,3,0,529,655,1.0
133094,0,2.0,12375,9686,858,28314.0,1369,3,0,2565,413,0.0
133095,0,5.0,2518,17941,2783,20774.0,1515,3,0,130,1188,0.0
133096,0,2.0,4913,13775,1689,85213.0,1476,3,0,575,1109,1.0
133097,1,2.0,13627,14202,2142,85021.0,2304,3,0,755,189,0.0
133098,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
133099,0,2.0,3910,10571,1617,8053.0,1497,3,0,1583,422,0.0
133100,0,2.0,5874,14568,2599,63169.0,1639,3,0,1409,697,0.0
133101,1,2.0,7480,10404,2687,33604.0,2326,3,0,524,55,0.0
133102,0,2.0,6179,14639,1951,44133.0,1655,3,0,1444,706,1.0
133103,0,2.0,2153,10468,1438,33773.0,1508,3,0,2342,579,0.0
133104,1,2.0,495,8184,1694,33172.0,1978,3,0,477,527,1.0
133105,0,2.0,13119,14684,1780,7960.0,1476,3,0,1416,690,0.0
133106,1,2.0,14176,4418,627,75219.0,2119,3,0,2278,306,1.0
133107,0,2.0,2861,17740,1314,64111.0,1532,3,0,1316,291,0.0
133108,0,2.0,2995,1499,2971,90650.0,1356,3,0,1444,706,1.0
133109,0,2.0,6616,7401,2905,63385.0,1328,3,0,2517,3,0.0
133110,1,2.0,4027,13889,1801,43050.0,2361,3,0,1470,125,0.0
133111,0,7.0,7533,15510,879,75762.0,1609,3,0,990,742,1.0
133112,0,2.0,1862,15184,1890,10001.0,1520,3,0,1723,819,0.0
133113,0,2.0,11608,5993,2674,8085.0,1369,3,0,1386,656,0.0
133114,0,2.0,6864,8028,2245,11360.0,1507,3,0,1470,125,0.0
133115,0,7.0,8141,11589,373,2138.0,1360,3,0,1075,68,0.0
133116,0,2.0,2125,7363,2348,97471.0,1487,3,0,434,237,1.0
133117,0,2.0,7128,2876,2150,27041.0,1522,3,0,1503,772,0.0
133118,1,2.0,4338,8067,488,45236.0,2227,3,0,519,452,0.0
133119,1,9.0,13762,10964,1191,463838947.0,517,3,0,257,795,1.0
133120,0,2.0,12883,18003,1536,90019.0,1328,3,0,431,481,0.0
133121,1,2.0,3402,322,324,11233.0,72,3,0,1314,190,1.0
133122,0,7.0,7103,11111,2667,85374.0,1369,3,0,1004,199,0.0
133123,0,2.0,8341,17735,988,23060.0,1520,3,0,1450,415,0.0
133124,1,4.0,6572,14487,825,97404.0,2023,3,0,70,1003,1.0
133125,0,2.0,5867,3700,2599,63169.0,1639,3,0,2654,918,0.0
133126,0,2.0,9038,15184,655,11729.0,1508,3,0,1723,819,0.0
133127,0,2.0,7520,15674,1278,75766.0,1604,3,0,1314,190,1.0
133128,0,2.0,7275,10894,401,92009.0,1317,3,0,2278,306,1.0
133129,0,4.0,4922,6839,1890,10011.0,1368,3,0,10,979,1.0
133130,0,7.0,12560,1534,1694,33134.0,1362,3,0,896,1403,0.0
133131,2,2.0,3523,10612,2395,55121.0,1061,3,0,2565,413,0.0
133132,0,9.0,10804,4966,3006,32792.0,1368,3,0,334,834,1.0
133133,0,7.0,9116,587,3045,10598.0,1648,3,0,1075,68,0.0
133134,0,2.0,11006,17213,479,60610.0,1632,3,0,2551,793,1.0
133135,1,2.0,8864,7133,3060,,2361,3,0,2605,637,0.0
133136,1,2.0,4162,10590,627,75287.0,2326,3,0,2605,637,0.0
133137,0,2.0,11654,10149,2440,34236.0,1371,3,0,1469,729,0.0
133138,0,2.0,13452,14679,547,8108.0,1538,3,0,2348,1293,0.0
133139,0,2.0,9728,5613,1358,37923.0,1611,3,0,2605,637,0.0
133140,0,2.0,14067,10624,1981,94611.0,1369,3,0,442,87,0.0
133141,1,6.0,7666,1586,1360,96756.0,2236,2,0,1816,496,0.0
133142,1,2.0,6855,2941,1740,27028.0,762,3,0,471,771,0.0
133143,0,2.0,9021,9146,1890,10024.0,1508,3,0,431,481,0.0
133144,0,2.0,11086,1314,2053,20736.0,1747,3,0,1723,819,0.0
133145,1,2.0,10771,14958,342,14222.0,2271,3,0,1316,291,0.0
133146,1,2.0,12258,13492,2270,96002.0,2296,3,0,1650,680,0.0
133147,0,2.0,3542,15541,2400,84107.0,1526,3,0,2337,400,0.0
133148,1,2.0,7327,14242,2405,92411.0,2271,3,0,545,326,0.0
133149,0,2.0,4901,14051,1890,10901.0,1225,3,0,545,326,0.0
133150,0,2.0,1831,11817,1890,10024.0,1218,3,0,442,87,0.0
133151,0,7.0,13244,10567,82,37013.0,1531,3,0,1057,591,0.0
133152,0,7.0,5067,17551,2593,10954.0,1598,3,0,1187,1397,0.0
133153,0,2.0,1074,4180,1890,10019.0,1369,3,0,625,1108,0.0
133154,1,2.0,8045,16806,2655,29486.0,2326,3,0,545,326,0.0
133155,0,2.0,916,11251,1890,10016.0,1468,3,0,1980,383,1.0
133156,0,2.0,9112,4145,184,7921.0,1534,3,0,1316,291,0.0
133157,0,2.0,1836,11650,2868,20009.0,1310,3,0,2629,423,1.0
133158,0,7.0,8638,10358,740,48823.0,1371,3,0,897,1408,0.0
133159,1,6.0,813,14407,97,22207.0,27,2,0,1816,496,0.0
133160,1,2.0,8979,13512,1689,85213.0,672,3,0,529,655,1.0
133161,2,2.0,12126,3794,1946,44070.0,1924,3,0,2545,818,0.0
133162,0,2.0,5716,7122,2599,63169.0,1639,3,0,2633,366,0.0
133163,1,2.0,12307,762,2558,84009.0,51,3,0,2542,350,1.0
133164,0,2.0,8744,17921,1536,90060.0,1326,3,0,1363,1201,0.0
133165,0,2.0,12149,10046,249,48303.0,1199,3,0,2605,637,0.0
133166,1,2.0,5004,16163,2862,30828.0,1037,3,0,2573,121,1.0
133167,0,2.0,5868,7220,2599,63169.0,1639,3,0,1469,729,0.0
133168,0,2.0,9907,14631,1060,70056.0,1520,3,0,2565,413,0.0
133169,0,2.0,7152,13832,125,78731.0,1544,3,0,1980,383,1.0
133170,0,2.0,2105,3721,1893,12550.0,1523,3,0,419,362,0.0
133171,0,9.0,8425,6582,3060,,2369,3,0,271,179,0.0
133172,0,2.0,13115,15031,2245,11373.0,1326,3,0,2238,137,0.0
133173,0,2.0,1384,11896,479,60607.0,1520,3,0,1450,415,0.0
133174,1,6.0,9961,618,1009,17319.0,276,2,0,1818,1232,0.0
133175,1,2.0,5572,1636,334,43506.0,307,3,0,659,63,1.0
133176,1,2.0,5038,10675,668,80238.0,2326,3,0,545,326,0.0
133177,1,2.0,12977,11677,2141,19134.0,1967,3,0,2526,721,0.0
133178,0,2.0,1058,3835,1422,75146.0,1520,3,0,545,326,0.0
133179,0,5.0,10962,3389,1722,8332.0,1488,3,0,107,1247,0.0
133180,0,2.0,676,13850,2409,92101.0,1538,3,0,2532,353,1.0
133181,0,2.0,6959,4561,104,20149.0,1468,3,0,618,1113,1.0
133182,0,9.0,8449,10306,3060,,1028,3,0,273,1525,0.0
133183,0,2.0,6220,4492,2398,21801.0,1508,3,0,471,771,0.0
133184,1,2.0,806,5311,3060,,555,3,0,1453,703,0.0
133185,0,2.0,2358,17274,241,85603.0,1520,3,0,545,326,0.0
133186,0,2.0,14111,17662,916,76137.0,1520,3,0,587,569,0.0
133187,1,2.0,7469,15712,2687,972255914.0,356,3,0,1674,573,1.0
133188,0,7.0,13599,16096,2667,85374.0,1520,3,0,891,1392,0.0
133189,0,2.0,2476,436,1227,77002.0,1417,3,0,2150,1020,0.0
133190,0,2.0,10454,9498,555,43203.0,1508,3,0,526,437,0.0
133191,0,2.0,9038,15184,655,11729.0,1508,3,0,1723,819,0.0
133192,1,2.0,11368,2330,3015,7095.0,2310,3,0,1316,291,0.0
133193,0,2.0,955,7214,1227,77044.0,1365,3,0,742,159,1.0
133194,0,2.0,1862,9796,1890,10011.0,1443,3,0,2365,83,1.0
133195,1,2.0,9995,9934,2409,92122.0,2281,3,0,442,87,0.0
133196,1,6.0,6710,17290,1660,67460.0,2144,2,0,1833,66,1.0
133197,1,6.0,4414,2971,2859,48088.0,2058,2,0,1816,496,0.0
133198,0,7.0,7422,6958,967,75041.0,1369,3,0,955,734,1.0
133199,1,2.0,10925,14888,1706,23112.0,2271,3,0,526,437,0.0
133200,0,7.0,1587,2018,1694,33174.0,1363,3,0,834,1381,0.0
133201,0,2.0,13770,2515,2686,32312.0,1602,3,0,545,326,0.0
133202,1,6.0,13528,6589,945,92831.0,1938,2,0,1816,496,0.0
133203,0,9.0,8425,5145,3060,,1031,3,0,342,1111,0.0
133204,0,7.0,6980,10824,1974,63368.0,1531,3,0,902,1409,0.0
133205,1,2.0,6463,4622,2222,12601.0,1960,3,0,2627,52,1.0
133206,0,7.0,7454,3983,2687,33611.0,1360,3,0,950,293,0.0
133207,0,7.0,5274,7514,2166,15212.0,1365,3,0,1091,777,1.0
133208,0,2.0,5763,16665,1890,10065.0,1525,3,0,637,61,0.0
133209,0,2.0,1353,12438,2368,48067.0,1508,3,0,588,1514,1.0
133210,1,2.0,12494,8176,2805,90291.0,2326,3,0,545,326,0.0
133211,1,2.0,6629,2200,575,28031.0,2177,3,0,2627,52,1.0
